x[m]	rho[kg/m3]	u[m/s]	p[Pa]	T[K]	P_r[m]	P_u[m/s]	P_T[K]	P_N[-]
0	19.7709	13.4203	2.87224e+06	322.12	0.000102871	10.0213	300.028	7550
0.000501002	19.6382	13.4203	2.87224e+06	324.297	9.59172e-05	10.0852	300.116	14930
0.001002	19.5038	13.4203	2.87224e+06	326.531	8.33166e-05	10.175	300.241	14810
0.00150301	19.3677	13.4203	2.87224e+06	328.825	6.22186e-05	10.2775	300.374	14380
0.00200401	19.2299	13.4204	2.87224e+06	331.182	4.12294e-05	10.3585	300.48	4490
0.00250501	19.0903	13.4204	2.87224e+06	333.604	0	0	0	0
0.00300601	18.9489	13.4204	2.87224e+06	336.094	0	0	0	0
0.00350701	18.8057	13.4204	2.87224e+06	338.653	0	0	0	0
0.00400802	18.6607	13.4204	2.87224e+06	341.285	0	0	0	0
0.00450902	18.5138	13.4204	2.87224e+06	343.993	0	0	0	0
0.00501002	18.365	13.4205	2.87224e+06	346.78	0	0	0	0
0.00551102	18.2143	13.4205	2.87224e+06	349.649	0	0	0	0
0.00601202	18.0617	13.4205	2.87224e+06	352.604	0	0	0	0
0.00651303	17.9071	13.4205	2.87224e+06	355.647	0	0	0	0
0.00701403	17.7505	13.4205	2.87224e+06	358.784	0	0	0	0
0.00751503	17.592	13.4205	2.87224e+06	362.018	0	0	0	0
0.00801603	17.4314	13.4205	2.87224e+06	365.353	0	0	0	0
0.00851703	17.2687	13.4206	2.87224e+06	368.794	0	0	0	0
0.00901804	17.104	13.4206	2.87224e+06	372.346	0	0	0	0
0.00951904	16.9372	13.4206	2.87224e+06	376.014	0	0	0	0
0.01002	16.7682	13.4206	2.87224e+06	379.803	0	0	0	0
0.010521	16.597	13.4206	2.87224e+06	383.719	0	0	0	0
0.011022	16.4237	13.4206	2.87224e+06	387.769	0	0	0	0
0.011523	16.2481	13.4207	2.87224e+06	391.959	0	0	0	0
0.012024	16.0703	13.4207	2.87224e+06	396.296	0	0	0	0
0.0125251	15.8903	13.4207	2.87224e+06	400.787	0	0	0	0
0.0130261	15.7079	13.4207	2.87224e+06	405.441	0	0	0	0
0.0135271	15.5231	13.4207	2.87224e+06	410.266	0	0	0	0
0.0140281	15.336	13.4207	2.87224e+06	415.271	0	0	0	0
0.0145291	15.1465	13.4207	2.87224e+06	420.466	0	0	0	0
0.0150301	14.9546	13.4208	2.87224e+06	425.862	0	0	0	0
0.0155311	14.7602	13.4208	2.87224e+06	431.47	0	0	0	0
0.0160321	14.5634	13.4208	2.87224e+06	437.303	0	0	0	0
0.0165331	14.364	13.4208	2.87224e+06	443.373	0	0	0	0
0.0170341	14.162	13.4208	2.87224e+06	449.695	0	0	0	0
0.0175351	13.9575	13.4208	2.87224e+06	456.285	0	0	0	0
0.0180361	13.7504	13.4209	2.87224e+06	463.159	0	0	0	0
0.0185371	13.5406	13.4209	2.87224e+06	470.336	0	0	0	0
0.0190381	13.3281	13.4209	2.87224e+06	477.834	0	0	0	0
0.0195391	13.1128	13.4209	2.87224e+06	485.677	0	0	0	0
0.0200401	12.8949	13.4209	2.87224e+06	493.887	0	0	0	0
0.0205411	12.6741	13.421	2.87224e+06	502.49	0	0	0	0
0.0210421	12.4505	13.421	2.87224e+06	511.514	0	0	0	0
0.0215431	12.2241	13.421	2.87224e+06	520.99	0	0	0	0
0.0220441	11.9947	13.4211	2.87224e+06	530.952	0	0	0	0
0.0225451	11.7624	13.4212	2.87224e+06	541.438	0	0	0	0
0.0230461	11.5271	13.4214	2.87224e+06	552.489	0	0	0	0
0.0235471	11.2888	13.4217	2.87225e+06	564.151	0	0	0	0
0.0240481	11.0475	13.4222	2.87225e+06	576.476	0	0	0	0
0.0245491	10.8031	13.4232	2.87225e+06	589.519	0	0	0	0
0.0250501	10.5556	13.4249	2.87226e+06	603.346	0	0	0	0
0.0255511	10.3049	13.428	2.87228e+06	618.027	0	0	0	0
0.0260521	10.051	13.4338	2.87232e+06	633.644	0	0	0	0
0.0265531	9.794	13.4447	2.87238e+06	650.287	0	0	0	0
0.0270541	9.53382	13.4652	2.87249e+06	668.06	0	0	0	0
0.0275551	9.27056	13.5043	2.87271e+06	687.083	0	0	0	0
0.0280561	9.00442	13.5798	2.87313e+06	707.494	0	0	0	0
0.0285571	8.73576	13.7269	2.87392e+06	729.453	0	0	0	0
0.0290581	8.4654	14.0173	2.87546e+06	753.154	0	0	0	0
0.0295591	8.19489	14.5978	2.8785e+06	778.836	0	0	0	0
