x[m]	rho[kg/m3]	u[m/s]	p[Pa]	T[K]	P_r[m]	P_u[m/s]	P_T[K]	P_N[-]
0.0801603	4.19658	101.826	3.3124e+06	1750.13	0	0	0	0
0.0806613	4.19949	101.832	3.3124e+06	1748.92	0	0	0	0
0.0811623	4.20245	101.837	3.31241e+06	1747.69	0	0	0	0
0.0816633	4.20545	101.843	3.31241e+06	1746.45	0	0	0	0
0.0821643	4.20849	101.848	3.31242e+06	1745.19	0	0	0	0
0.0826653	4.21157	101.854	3.31242e+06	1743.92	0	0	0	0
0.0831663	4.21469	101.859	3.31243e+06	1742.63	0	0	0	0
0.0836673	4.21785	101.865	3.31243e+06	1741.32	0	0	0	0
0.0841683	4.22106	101.87	3.31244e+06	1740	0	0	0	0
0.0846693	4.2243	101.876	3.31244e+06	1738.67	0	0	0	0
0.0851703	4.22759	101.881	3.31245e+06	1737.32	0	0	0	0
0.0856713	4.23091	101.887	3.31245e+06	1735.96	0	0	0	0
0.0861723	4.23428	101.893	3.31246e+06	1734.58	0	0	0	0
0.0866733	4.23768	101.898	3.31246e+06	1733.19	0	0	0	0
0.0871743	4.24113	101.904	3.31247e+06	1731.78	0	0	0	0
0.0876754	4.24461	101.909	3.31247e+06	1730.36	0	0	0	0
0.0881764	4.24814	101.915	3.31248e+06	1728.93	0	0	0	0
0.0886774	4.2517	101.921	3.31248e+06	1727.48	0	0	0	0
0.0891784	4.25531	101.926	3.31248e+06	1726.02	0	0	0	0
0.0896794	4.25895	101.932	3.31249e+06	1724.55	0	0	0	0
0.0901804	4.26264	101.938	3.31249e+06	1723.06	0	0	0	0
0.0906814	4.26636	101.944	3.3125e+06	1721.56	0	0	0	0
0.0911824	4.27013	101.949	3.3125e+06	1720.04	0	0	0	0
0.0916834	4.27393	101.955	3.3125e+06	1718.51	0	0	0	0
0.0921844	4.27777	101.961	3.31251e+06	1716.97	0	0	0	0
0.0926854	4.28165	101.967	3.31251e+06	1715.42	0	0	0	0
0.0931864	4.28558	101.972	3.31252e+06	1713.85	0	0	0	0
0.0936874	4.28954	101.978	3.31252e+06	1712.27	0	0	0	0
0.0941884	4.29354	101.984	3.31252e+06	1710.67	0	0	0	0
0.0946894	4.29758	101.99	3.31253e+06	1709.07	0	0	0	0
0.0951904	4.30166	101.996	3.31253e+06	1707.45	0	0	0	0
0.0956914	4.30578	102.002	3.31253e+06	1705.81	0	0	0	0
0.0961924	4.30994	102.008	3.31254e+06	1704.17	0	0	0	0
0.0966934	4.31414	102.013	3.31254e+06	1702.51	0	0	0	0
0.0971944	4.31838	102.019	3.31254e+06	1700.84	0	0	0	0
0.0976954	4.32265	102.025	3.31255e+06	1699.16	0	0	0	0
0.0981964	4.32697	102.031	3.31255e+06	1697.47	0	0	0	0
0.0986974	4.33133	102.037	3.31255e+06	1695.76	0	0	0	0
0.0991984	4.33572	102.043	3.31255e+06	1694.05	0	0	0	0
0.0996994	4.34016	102.049	3.31256e+06	1692.32	0	0	0	0
0.1002	4.34463	102.055	3.31256e+06	1690.58	0	0	0	0
0.100701	4.34914	102.061	3.31256e+06	1688.82	0	0	0	0
0.101202	4.35369	102.067	3.31256e+06	1687.06	0	0	0	0
0.101703	4.35828	102.073	3.31257e+06	1685.28	0	0	0	0
0.102204	4.36291	102.079	3.31257e+06	1683.5	0	0	0	0
0.102705	4.36758	102.086	3.31257e+06	1681.7	0	0	0	0
0.103206	4.37229	102.092	3.31257e+06	1679.89	0	0	0	0
0.103707	4.37703	102.098	3.31257e+06	1678.07	0	0	0	0
0.104208	4.38181	102.104	3.31258e+06	1676.24	0	0	0	0
0.104709	4.38664	102.11	3.31258e+06	1674.39	0	0	0	0
0.10521	4.3915	102.116	3.31258e+06	1672.54	0	0	0	0
0.105711	4.3964	102.123	3.31258e+06	1670.68	0	0	0	0
0.106212	4.40133	102.129	3.31258e+06	1668.81	0	0	0	0
0.106713	4.40631	102.135	3.31258e+06	1666.92	0	0	0	0
0.107214	4.41132	102.141	3.31258e+06	1665.03	0	0	0	0
0.107715	4.41637	102.148	3.31258e+06	1663.13	0	0	0	0
0.108216	4.42146	102.154	3.31258e+06	1661.21	0	0	0	0
0.108717	4.42658	102.16	3.31258e+06	1659.29	0	0	0	0
0.109218	4.43174	102.167	3.31259e+06	1657.36	0	0	0	0
0.109719	4.43694	102.173	3.31259e+06	1655.42	0	0	0	0
0.11022	4.44217	102.179	3.31259e+06	1653.46	0	0	0	0
0.110721	4.44744	102.186	3.31259e+06	1651.51	0	0	0	0
0.111222	4.45275	102.192	3.31259e+06	1649.54	0	0	0	0
0.111723	4.45809	102.199	3.31259e+06	1647.56	0	0	0	0
0.112224	4.46347	102.205	3.31258e+06	1645.57	0	0	0	0
0.112725	4.46889	102.211	3.31258e+06	1643.58	0	0	0	0
0.113226	4.47433	102.218	3.31258e+06	1641.58	0	0	0	0
0.113727	4.47982	102.225	3.31258e+06	1639.57	0	0	0	0
0.114228	4.48533	102.231	3.31258e+06	1637.55	0	0	0	0
0.114729	4.49088	102.238	3.31258e+06	1635.53	0	0	0	0
0.11523	4.49647	102.244	3.31258e+06	1633.5	0	0	0	0
0.115731	4.50209	102.251	3.31258e+06	1631.46	0	0	0	0
0.116232	4.50774	102.257	3.31258e+06	1629.41	0	0	0	0
0.116733	4.51342	102.264	3.31257e+06	1627.36	0	0	0	0
0.117234	4.51913	102.271	3.31257e+06	1625.3	0	0	0	0
0.117735	4.52488	102.277	3.31257e+06	1623.23	0	0	0	0
0.118236	4.53066	102.284	3.31257e+06	1621.16	0	0	0	0
0.118737	4.53647	102.291	3.31257e+06	1619.09	0	0	0	0
0.119238	4.54231	102.298	3.31256e+06	1617	0	0	0	0
0.119739	4.54818	102.304	3.31256e+06	1614.92	0	0	0	0
0.12024	4.55408	102.311	3.31256e+06	1612.82	0	0	0	0
0.120741	4.56	102.318	3.31255e+06	1610.72	0	0	0	0
0.121242	4.56596	102.325	3.31255e+06	1608.62	0	0	0	0
0.121743	4.57194	102.332	3.31255e+06	1606.51	0	0	0	0
0.122244	4.57796	102.339	3.31254e+06	1604.4	0	0	0	0
0.122745	4.58399	102.346	3.31254e+06	1602.29	0	0	0	0
0.123246	4.59006	102.353	3.31254e+06	1600.17	0	0	0	0
0.123747	4.59615	102.36	3.31253e+06	1598.05	0	0	0	0
0.124248	4.60227	102.367	3.31253e+06	1595.92	0	0	0	0
0.124749	4.60841	102.374	3.31252e+06	1593.79	0	0	0	0
0.125251	4.61457	102.381	3.31252e+06	1591.66	0	0	0	0
0.125752	4.62076	102.388	3.31251e+06	1589.53	0	0	0	0
0.126253	4.62697	102.395	3.31251e+06	1587.39	0	0	0	0
0.126754	4.63321	102.402	3.3125e+06	1585.25	0	0	0	0
0.127255	4.63947	102.409	3.3125e+06	1583.11	0	0	0	0
0.127756	4.64574	102.416	3.31249e+06	1580.97	0	0	0	0
0.128257	4.65204	102.423	3.31249e+06	1578.83	0	0	0	0
0.128758	4.65836	102.43	3.31248e+06	1576.68	0	0	0	0
0.129259	4.6647	102.438	3.31247e+06	1574.54	0	0	0	0
0.12976	4.67105	102.445	3.31247e+06	1572.39	0	0	0	0
0.130261	4.67743	102.452	3.31246e+06	1570.24	0	0	0	0
0.130762	4.68382	102.459	3.31245e+06	1568.1	0	0	0	0
0.131263	4.69023	102.467	3.31245e+06	1565.95	0	0	0	0
0.131764	4.69665	102.474	3.31244e+06	1563.81	0	0	0	0
0.132265	4.70309	102.481	3.31243e+06	1561.66	0	0	0	0
0.132766	4.70954	102.489	3.31243e+06	1559.52	0	0	0	0
0.133267	4.71601	102.496	3.31242e+06	1557.38	0	0	0	0
0.133768	4.72249	102.504	3.31241e+06	1555.24	0	0	0	0
0.134269	4.72898	102.511	3.3124e+06	1553.1	0	0	0	0
0.13477	4.73548	102.519	3.31239e+06	1550.96	0	0	0	0
0.135271	4.74199	102.526	3.31238e+06	1548.83	0	0	0	0
0.135772	4.74852	102.534	3.31237e+06	1546.7	0	0	0	0
0.136273	4.75505	102.541	3.31236e+06	1544.57	0	0	0	0
0.136774	4.76159	102.549	3.31236e+06	1542.44	0	0	0	0
0.137275	4.76814	102.556	3.31235e+06	1540.32	0	0	0	0
0.137776	4.77469	102.564	3.31234e+06	1538.2	0	0	0	0
0.138277	4.78125	102.572	3.31233e+06	1536.09	0	0	0	0
0.138778	4.78781	102.579	3.31232e+06	1533.97	0	0	0	0
0.139279	4.79437	102.587	3.3123e+06	1531.87	0	0	0	0
0.13978	4.80094	102.595	3.31229e+06	1529.77	0	0	0	0
0.140281	4.80751	102.603	3.31228e+06	1527.67	0	0	0	0
0.140782	4.81408	102.61	3.31227e+06	1525.58	0	0	0	0
0.141283	4.82065	102.618	3.31226e+06	1523.5	0	0	0	0
0.141784	4.82721	102.626	3.31225e+06	1521.42	0	0	0	0
0.142285	4.83377	102.634	3.31224e+06	1519.35	0	0	0	0
0.142786	4.84032	102.642	3.31222e+06	1517.29	0	0	0	0
0.143287	4.84687	102.65	3.31221e+06	1515.23	0	0	0	0
0.143788	4.85341	102.657	3.3122e+06	1513.19	0	0	0	0
0.144289	4.85994	102.665	3.31218e+06	1511.15	0	0	0	0
0.14479	4.86646	102.673	3.31217e+06	1509.12	0	0	0	0
0.145291	4.87296	102.681	3.31216e+06	1507.1	0	0	0	0
0.145792	4.87945	102.689	3.31214e+06	1505.09	0	0	0	0
0.146293	4.88592	102.697	3.31213e+06	1503.09	0	0	0	0
0.146794	4.89236	102.706	3.31211e+06	1501.1	0	0	0	0
0.147295	4.89879	102.714	3.3121e+06	1499.13	0	0	0	0
0.147796	4.90519	102.722	3.31209e+06	1497.16	0	0	0	0
0.148297	4.91156	102.73	3.31207e+06	1495.22	0	0	0	0
0.148798	4.9179	102.739	3.31206e+06	1493.28	0	0	0	0
0.149299	4.92421	102.75	3.31206e+06	1491.37	0	0	0	0
0.1498	4.93052	102.768	3.31208e+06	1489.47	0	0	0	0
0.150301	4.93685	102.802	3.31216e+06	1487.6	0	0	0	0
0.150802	4.94319	102.868	3.31228e+06	1485.74	0	0	0	0
0.151303	4.94949	102.973	3.31242e+06	1483.91	0	0	0	0
0.151804	4.95572	103.124	3.31254e+06	1482.1	0	0	0	0
0.152305	4.96187	103.322	3.31264e+06	1480.31	0	0	0	0
0.152806	4.96794	103.567	3.31271e+06	1478.53	0	0	0	0
0.153307	4.97392	103.859	3.31276e+06	1476.78	0	0	0	0
0.153808	4.9798	104.197	3.31279e+06	1475.04	0	0	0	0
0.154309	4.9856	104.582	3.31278e+06	1473.33	0	0	0	0
0.15481	4.99131	105.014	3.31275e+06	1471.63	0	0	0	0
0.155311	4.99691	105.493	3.31269e+06	1469.95	0	0	0	0
0.155812	5.00243	106.018	3.31261e+06	1468.29	0	0	0	0
0.156313	5.00784	106.591	3.3125e+06	1466.66	0	0	0	0
0.156814	5.01315	107.211	3.31236e+06	1465.04	0	0	0	0
0.157315	5.01836	107.878	3.31219e+06	1463.44	0	0	0	0
0.157816	5.02347	108.594	3.31199e+06	1461.87	0	0	0	0
0.158317	5.02848	109.36	3.31177e+06	1460.31	0	0	0	0
0.158818	5.03338	110.174	3.31151e+06	1458.78	0	0	0	0
0.159319	5.03816	111.04	3.31122e+06	1457.27	0	0	0	0
0.15982	5.04284	111.956	3.3109e+06	1455.77	0	0	0	0
0.160321	5.04741	112.925	3.31055e+06	1454.3	0	0	0	0
0.160822	5.05185	113.948	3.31016e+06	1452.85	0	0	0	0
0.161323	5.05619	115.025	3.30973e+06	1451.42	0	0	0	0
0.161824	5.0604	116.159	3.30927e+06	1450.01	0	0	0	0
0.162325	5.06449	117.349	3.30877e+06	1448.62	0	0	0	0
0.162826	5.06845	118.599	3.30823e+06	1447.25	0	0	0	0
0.163327	5.07228	119.909	3.30764e+06	1445.9	0	0	0	0
0.163828	5.07599	121.282	3.30701e+06	1444.57	0	0	0	0
0.164329	5.07956	122.719	3.30633e+06	1443.26	0	0	0	0
0.16483	5.08299	124.222	3.30561e+06	1441.97	0	0	0	0
0.165331	5.08628	125.793	3.30483e+06	1440.69	0	0	0	0
0.165832	5.08942	127.435	3.30399e+06	1439.44	0	0	0	0
0.166333	5.09241	129.15	3.3031e+06	1438.21	0	0	0	0
0.166834	5.09525	130.941	3.30214e+06	1436.99	0	0	0	0
0.167335	5.09793	132.81	3.30112e+06	1435.79	0	0	0	0
0.167836	5.10044	134.76	3.30002e+06	1434.61	0	0	0	0
0.168337	5.10278	136.795	3.29886e+06	1433.44	0	0	0	0
0.168838	5.10495	138.918	3.29761e+06	1432.29	0	0	0	0
0.169339	5.10693	141.131	3.29628e+06	1431.16	0	0	0	0
0.16984	5.10872	143.439	3.29486e+06	1430.04	0	0	0	0
0.170341	5.11031	145.846	3.29335e+06	1428.94	0	0	0	0
0.170842	5.1117	148.356	3.29173e+06	1427.85	0	0	0	0
0.171343	5.11287	150.973	3.29e+06	1426.77	0	0	0	0
0.171844	5.11382	153.702	3.28816e+06	1425.71	0	0	0	0
0.172345	5.11452	156.547	3.28619e+06	1424.66	0	0	0	0
0.172846	5.11499	159.515	3.28409e+06	1423.62	0	0	0	0
0.173347	5.11519	162.61	3.28184e+06	1422.59	0	0	0	0
0.173848	5.11511	165.838	3.27944e+06	1421.57	0	0	0	0
0.174349	5.11475	169.205	3.27687e+06	1420.56	0	0	0	0
0.17485	5.11408	172.718	3.27413e+06	1419.55	0	0	0	0
0.175351	5.11309	176.384	3.27119e+06	1418.55	0	0	0	0
0.175852	5.11176	180.21	3.26805e+06	1417.56	0	0	0	0
0.176353	5.11007	184.203	3.26468e+06	1416.57	0	0	0	0
0.176854	5.10799	188.373	3.26107e+06	1415.58	0	0	0	0
0.177355	5.1055	192.726	3.25721e+06	1414.59	0	0	0	0
0.177856	5.10257	197.273	3.25306e+06	1413.6	0	0	0	0
0.178357	5.09918	202.024	3.24861e+06	1412.6	0	0	0	0
0.178858	5.09529	206.987	3.24383e+06	1411.6	0	0	0	0
0.179359	5.09086	212.174	3.2387e+06	1410.6	0	0	0	0
0.17986	5.08586	217.596	3.23318e+06	1409.58	0	0	0	0
0.180361	5.08025	223.265	3.22725e+06	1408.54	0	0	0	0
0.180862	5.07398	229.194	3.22086e+06	1407.5	0	0	0	0
0.181363	5.067	235.395	3.21399e+06	1406.43	0	0	0	0
0.181864	5.05926	241.882	3.20659e+06	1405.34	0	0	0	0
0.182365	5.05069	248.671	3.19862e+06	1404.22	0	0	0	0
0.182866	5.04124	255.775	3.19002e+06	1403.07	0	0	0	0
0.183367	5.03083	263.211	3.18075e+06	1401.89	0	0	0	0
0.183868	5.0194	270.996	3.17075e+06	1400.67	0	0	0	0
0.184369	5.00684	279.146	3.15996e+06	1399.4	0	0	0	0
0.18487	4.99309	287.68	3.1483e+06	1398.07	0	0	0	0
0.185371	4.97803	296.617	3.13571e+06	1396.7	0	0	0	0
0.185872	4.96157	305.975	3.12211e+06	1395.25	0	0	0	0
0.186373	4.9436	315.775	3.10742e+06	1393.73	0	0	0	0
0.186874	4.92398	326.036	3.09154e+06	1392.14	0	0	0	0
0.187375	4.9026	336.78	3.07438e+06	1390.45	0	0	0	0
0.187876	4.87931	348.027	3.05584e+06	1388.66	0	0	0	0
0.188377	4.85398	359.798	3.03582e+06	1386.76	0	0	0	0
0.188878	4.82644	372.114	3.01421e+06	1384.74	0	0	0	0
0.189379	4.79654	384.996	2.99087e+06	1382.59	0	0	0	0
0.18988	4.7641	398.466	2.9657e+06	1380.29	0	0	0	0
0.190381	4.72896	412.542	2.93858e+06	1377.83	0	0	0	0
0.190882	4.69092	427.244	2.90936e+06	1375.19	0	0	0	0
0.191383	4.64981	442.588	2.87793e+06	1372.36	0	0	0	0
0.191884	4.60544	458.59	2.84417e+06	1369.33	0	0	0	0
0.192385	4.55765	475.262	2.80795e+06	1366.07	0	0	0	0
0.192886	4.50625	492.616	2.76917e+06	1362.57	0	0	0	0
0.193387	4.4511	510.657	2.72772e+06	1358.8	0	0	0	0
0.193888	4.39204	529.387	2.68353e+06	1354.76	0	0	0	0
0.194389	4.32897	548.804	2.63653e+06	1350.43	0	0	0	0
