x[m]	rho[kg/m3]	u[m/s]	p[Pa]	T[K]	P_r[m]	P_u[m/s]	P_T[K]	P_N[-]
0.0285571	8.73865	13.7257	2.87469e+06	729.406	0	0	0	0
0.0290581	8.46822	14.016	2.87623e+06	753.104	0	0	0	0
0.0295591	8.19765	14.5964	2.87926e+06	778.781	0	0	0	0
0.0300601	7.93011	15.7724	2.88531e+06	806.747	0	0	0	0
0.0305611	7.66977	17.5811	2.8878e+06	834.85	0	0	0	0
0.0310621	7.41958	19.7434	2.88835e+06	863.166	0	0	0	0
0.0315631	7.18072	22.1016	2.88787e+06	891.731	0	0	0	0
0.0320641	6.95339	24.5677	2.88685e+06	920.558	0	0	0	0
0.0325651	6.73737	27.093	2.88555e+06	949.647	0	0	0	0
0.0330661	6.53219	29.6506	2.88413e+06	978.992	0	0	0	0
0.0335671	6.3373	32.2263	2.88264e+06	1008.58	0	0	0	0
0.0340681	6.15212	34.8122	2.88114e+06	1038.4	0	0	0	0
0.0345691	5.97609	37.4042	2.87965e+06	1068.43	0	0	0	0
0.0350701	5.80869	40.0003	2.87816e+06	1098.65	0	0	0	0
0.0355711	5.64942	42.5993	2.87669e+06	1129.05	0	0	0	0
0.0360721	5.4978	45.2006	2.87523e+06	1159.6	0	0	0	0
0.0365731	5.35342	47.8039	2.87379e+06	1190.28	0	0	0	0
0.0370741	5.21588	50.4092	2.87237e+06	1221.06	0	0	0	0
0.0375752	5.08482	53.0163	2.87097e+06	1251.92	0	0	0	0
0.0380762	4.95991	55.6251	2.86958e+06	1282.83	0	0	0	0
0.0385772	4.84085	58.2358	2.86821e+06	1313.75	0	0	0	0
0.0390782	4.72736	60.8482	2.86685e+06	1344.65	0	0	0	0
0.0395792	4.6192	63.4624	2.8655e+06	1375.49	0	0	0	0
0.0400802	4.51615	66.0783	2.86417e+06	1406.22	0	0	0	0
0.0405812	4.41801	68.6961	2.86284e+06	1436.79	0	0	0	0
0.0410822	4.32461	71.3156	2.86154e+06	1467.15	0	0	0	0
0.0415832	4.2358	73.9369	2.86024e+06	1497.23	0	0	0	0
0.0420842	4.15146	76.56	2.85895e+06	1526.96	0	0	0	0
0.0425852	4.0715	79.1849	2.85768e+06	1556.26	0	0	0	0
0.0430862	3.99583	81.8116	2.85641e+06	1585.03	0	0	0	0
0.0435872	3.92442	84.44	2.85516e+06	1613.16	0	0	0	0
0.0440882	3.85725	87.0703	2.85392e+06	1640.54	0	0	0	0
0.0445892	3.79435	89.7024	2.85268e+06	1667.02	0	0	0	0
0.0450902	3.73575	92.3363	2.85146e+06	1692.44	0	0	0	0
0.0455912	3.68156	94.9719	2.85025e+06	1716.62	0	0	0	0
0.0460922	3.63191	97.6093	2.84906e+06	1739.36	0	0	0	0
0.0465932	3.58697	100.248	2.84787e+06	1760.42	0	0	0	0
0.0470942	3.54698	102.889	2.84669e+06	1779.53	0	0	0	0
0.0475952	3.51223	105.528	2.84552e+06	1796.4	0	0	0	0
0.0480962	3.48307	108.163	2.84434e+06	1810.69	0	0	0	0
0.0485972	3.45991	110.777	2.8431e+06	1822.01	0	0	0	0
0.0490982	3.44312	113.317	2.84162e+06	1829.94	0	0	0	0
0.0495992	3.43277	115.612	2.83929e+06	1833.96	0	0	0	0
0.0501002	3.42773	117.093	2.83417e+06	1833.34	0	0	0	0
0.0506012	3.42569	117.694	2.83209e+06	1833.08	0	0	0	0
0.0511022	3.42486	117.939	2.83125e+06	1832.98	0	0	0	0
0.0516032	3.42453	118.038	2.8309e+06	1832.94	0	0	0	0
0.0521042	3.42439	118.078	2.83076e+06	1832.92	0	0	0	0
0.0526052	3.42434	118.095	2.83071e+06	1832.91	0	0	0	0
0.0531062	3.42432	118.101	2.83068e+06	1832.91	0	0	0	0
0.0536072	3.42431	118.104	2.83067e+06	1832.91	0	0	0	0
0.0541082	3.42431	118.105	2.83067e+06	1832.91	0	0	0	0
0.0546092	3.42431	118.106	2.83067e+06	1832.91	0	0	0	0
0.0551102	3.42431	118.106	2.83067e+06	1832.9	0	0	0	0
0.0556112	3.42431	118.106	2.83067e+06	1832.9	0	0	0	0
0.0561122	3.42431	118.106	2.83067e+06	1832.9	0	0	0	0
0.0566132	3.42431	118.106	2.83067e+06	1832.9	0	0	0	0
0.0571142	3.42431	118.106	2.83067e+06	1832.9	0	0	0	0
0.0576152	3.42431	118.107	2.83067e+06	1832.9	0	0	0	0
0.0581162	3.42432	118.107	2.83067e+06	1832.9	0	0	0	0
0.0586172	3.42432	118.107	2.83067e+06	1832.9	0	0	0	0
0.0591182	3.42432	118.107	2.83067e+06	1832.9	0	0	0	0
0.0596192	3.42432	118.107	2.83067e+06	1832.9	0	0	0	0
0.0601202	3.42432	118.107	2.83067e+06	1832.9	0	0	0	0
0.0606212	3.42432	118.107	2.83067e+06	1832.89	0	0	0	0
0.0611222	3.42433	118.107	2.83067e+06	1832.89	0	0	0	0
0.0616232	3.42433	118.107	2.83067e+06	1832.89	0	0	0	0
0.0621242	3.42433	118.107	2.83067e+06	1832.89	0	0	0	0
0.0626253	3.42433	118.107	2.83067e+06	1832.89	0	0	0	0
0.0631263	3.42433	118.107	2.83067e+06	1832.89	0	0	0	0
0.0636273	3.42433	118.107	2.83067e+06	1832.89	0	0	0	0
0.0641283	3.42434	118.107	2.83067e+06	1832.89	0	0	0	0
0.0646293	3.42434	118.107	2.83067e+06	1832.89	0	0	0	0
0.0651303	3.42434	118.107	2.83067e+06	1832.89	0	0	0	0
0.0656313	3.42434	118.108	2.83067e+06	1832.88	0	0	0	0
0.0661323	3.42434	118.108	2.83067e+06	1832.88	0	0	0	0
0.0666333	3.42435	118.108	2.83067e+06	1832.88	0	0	0	0
0.0671343	3.42435	118.108	2.83067e+06	1832.88	0	0	0	0
0.0676353	3.42435	118.108	2.83067e+06	1832.88	0	0	0	0
0.0681363	3.42435	118.108	2.83067e+06	1832.88	0	0	0	0
0.0686373	3.42435	118.108	2.83067e+06	1832.88	0	0	0	0
0.0691383	3.42435	118.108	2.83067e+06	1832.88	0	0	0	0
0.0696393	3.42436	118.108	2.83067e+06	1832.88	0	0	0	0
0.0701403	3.42436	118.108	2.83067e+06	1832.88	0	0	0	0
0.0706413	3.42436	118.108	2.83067e+06	1832.88	0	0	0	0
0.0711423	3.42436	118.108	2.83067e+06	1832.87	0	0	0	0
0.0716433	3.42436	118.108	2.83067e+06	1832.87	0	0	0	0
0.0721443	3.42436	118.108	2.83067e+06	1832.87	0	0	0	0
0.0726453	3.42437	118.108	2.83067e+06	1832.87	0	0	0	0
0.0731463	3.42437	118.108	2.83067e+06	1832.87	0	0	0	0
0.0736473	3.42437	118.109	2.83067e+06	1832.87	0	0	0	0
0.0741483	3.42437	118.109	2.83067e+06	1832.87	0	0	0	0
0.0746493	3.42437	118.109	2.83067e+06	1832.87	0	0	0	0
0.0751503	3.42437	118.109	2.83067e+06	1832.87	0	0	0	0
0.0756513	3.42438	118.109	2.83067e+06	1832.87	0	0	0	0
0.0761523	3.42438	118.109	2.83067e+06	1832.86	0	0	0	0
0.0766533	3.42438	118.109	2.83067e+06	1832.86	0	0	0	0
0.0771543	3.42438	118.109	2.83067e+06	1832.86	0	0	0	0
0.0776553	3.42438	118.109	2.83067e+06	1832.86	0	0	0	0
0.0781563	3.42439	118.109	2.83067e+06	1832.86	0	0	0	0
0.0786573	3.42439	118.109	2.83067e+06	1832.86	0	0	0	0
0.0791583	3.42439	118.109	2.83067e+06	1832.86	0	0	0	0
0.0796593	3.42439	118.109	2.83067e+06	1832.86	0	0	0	0
0.0801603	3.42439	118.109	2.83067e+06	1832.86	0	0	0	0
0.0806613	3.42439	118.109	2.83067e+06	1832.86	0	0	0	0
0.0811623	3.4244	118.109	2.83067e+06	1832.85	0	0	0	0
0.0816633	3.4244	118.11	2.83067e+06	1832.85	0	0	0	0
0.0821643	3.4244	118.11	2.83067e+06	1832.85	0	0	0	0
0.0826653	3.4244	118.11	2.83067e+06	1832.85	0	0	0	0
0.0831663	3.4244	118.11	2.83067e+06	1832.85	0	0	0	0
0.0836673	3.42441	118.11	2.83067e+06	1832.85	0	0	0	0
0.0841683	3.42441	118.11	2.83067e+06	1832.85	0	0	0	0
0.0846693	3.42441	118.11	2.83067e+06	1832.85	0	0	0	0
0.0851703	3.42441	118.11	2.83067e+06	1832.85	0	0	0	0
0.0856713	3.42441	118.11	2.83067e+06	1832.85	0	0	0	0
0.0861723	3.42441	118.11	2.83067e+06	1832.84	0	0	0	0
0.0866733	3.42442	118.11	2.83067e+06	1832.84	0	0	0	0
0.0871743	3.42442	118.11	2.83067e+06	1832.84	0	0	0	0
0.0876754	3.42442	118.11	2.83067e+06	1832.84	0	0	0	0
0.0881764	3.42442	118.11	2.83067e+06	1832.84	0	0	0	0
0.0886774	3.42442	118.11	2.83067e+06	1832.84	0	0	0	0
0.0891784	3.42443	118.11	2.83067e+06	1832.84	0	0	0	0
0.0896794	3.42443	118.111	2.83067e+06	1832.84	0	0	0	0
0.0901804	3.42443	118.111	2.83066e+06	1832.84	0	0	0	0
0.0906814	3.42443	118.111	2.83066e+06	1832.84	0	0	0	0
0.0911824	3.42443	118.111	2.83066e+06	1832.83	0	0	0	0
0.0916834	3.42443	118.111	2.83066e+06	1832.83	0	0	0	0
0.0921844	3.42444	118.111	2.83066e+06	1832.83	0	0	0	0
0.0926854	3.42444	118.111	2.83066e+06	1832.83	0	0	0	0
0.0931864	3.42444	118.111	2.83066e+06	1832.83	0	0	0	0
0.0936874	3.42444	118.111	2.83066e+06	1832.83	0	0	0	0
0.0941884	3.42444	118.111	2.83066e+06	1832.83	0	0	0	0
0.0946894	3.42445	118.111	2.83066e+06	1832.83	0	0	0	0
0.0951904	3.42445	118.111	2.83066e+06	1832.83	0	0	0	0
0.0956914	3.42445	118.111	2.83066e+06	1832.83	0	0	0	0
0.0961924	3.42445	118.111	2.83066e+06	1832.82	0	0	0	0
0.0966934	3.42445	118.111	2.83066e+06	1832.82	0	0	0	0
0.0971944	3.42446	118.111	2.83066e+06	1832.82	0	0	0	0
0.0976954	3.42446	118.111	2.83066e+06	1832.82	0	0	0	0
0.0981964	3.42446	118.112	2.83066e+06	1832.82	0	0	0	0
0.0986974	3.42446	118.112	2.83066e+06	1832.82	0	0	0	0
0.0991984	3.42446	118.112	2.83066e+06	1832.82	0	0	0	0
0.0996994	3.42447	118.112	2.83066e+06	1832.82	0	0	0	0
0.1002	3.42447	118.112	2.83066e+06	1832.82	0	0	0	0
0.100701	3.42447	118.112	2.83066e+06	1832.81	0	0	0	0
0.101202	3.42447	118.112	2.83066e+06	1832.81	0	0	0	0
0.101703	3.42447	118.112	2.83066e+06	1832.81	0	0	0	0
0.102204	3.42448	118.112	2.83066e+06	1832.81	0	0	0	0
0.102705	3.42448	118.112	2.83066e+06	1832.81	0	0	0	0
0.103206	3.42448	118.112	2.83066e+06	1832.81	0	0	0	0
0.103707	3.42448	118.112	2.83066e+06	1832.81	0	0	0	0
0.104208	3.42448	118.112	2.83066e+06	1832.81	0	0	0	0
0.104709	3.42448	118.112	2.83066e+06	1832.81	0	0	0	0
0.10521	3.42449	118.112	2.83066e+06	1832.8	0	0	0	0
0.105711	3.42449	118.112	2.83066e+06	1832.8	0	0	0	0
0.106212	3.42449	118.113	2.83066e+06	1832.8	0	0	0	0
0.106713	3.42449	118.113	2.83066e+06	1832.8	0	0	0	0
0.107214	3.42449	118.113	2.83066e+06	1832.8	0	0	0	0
0.107715	3.4245	118.113	2.83066e+06	1832.8	0	0	0	0
0.108216	3.4245	118.113	2.83066e+06	1832.8	0	0	0	0
0.108717	3.4245	118.113	2.83066e+06	1832.8	0	0	0	0
0.109218	3.4245	118.113	2.83066e+06	1832.8	0	0	0	0
0.109719	3.4245	118.113	2.83066e+06	1832.79	0	0	0	0
0.11022	3.42451	118.113	2.83066e+06	1832.79	0	0	0	0
0.110721	3.42451	118.113	2.83066e+06	1832.79	0	0	0	0
0.111222	3.42451	118.113	2.83066e+06	1832.79	0	0	0	0
0.111723	3.42451	118.113	2.83066e+06	1832.79	0	0	0	0
0.112224	3.42451	118.113	2.83066e+06	1832.79	0	0	0	0
0.112725	3.42452	118.113	2.83066e+06	1832.79	0	0	0	0
0.113226	3.42452	118.113	2.83066e+06	1832.79	0	0	0	0
0.113727	3.42452	118.113	2.83066e+06	1832.79	0	0	0	0
0.114228	3.42452	118.114	2.83066e+06	1832.79	0	0	0	0
0.114729	3.42452	118.114	2.83066e+06	1832.78	0	0	0	0
0.11523	3.42453	118.114	2.83066e+06	1832.78	0	0	0	0
0.115731	3.42453	118.114	2.83066e+06	1832.78	0	0	0	0
0.116232	3.42453	118.114	2.83066e+06	1832.78	0	0	0	0
0.116733	3.42453	118.114	2.83066e+06	1832.78	0	0	0	0
0.117234	3.42454	118.114	2.83066e+06	1832.78	0	0	0	0
0.117735	3.42454	118.114	2.83066e+06	1832.78	0	0	0	0
0.118236	3.42454	118.114	2.83066e+06	1832.78	0	0	0	0
0.118737	3.42454	118.114	2.83066e+06	1832.77	0	0	0	0
0.119238	3.42454	118.114	2.83066e+06	1832.77	0	0	0	0
0.119739	3.42455	118.114	2.83066e+06	1832.77	0	0	0	0
0.12024	3.42455	118.114	2.83066e+06	1832.77	0	0	0	0
0.120741	3.42455	118.114	2.83066e+06	1832.77	0	0	0	0
0.121242	3.42455	118.114	2.83066e+06	1832.77	0	0	0	0
0.121743	3.42455	118.114	2.83066e+06	1832.77	0	0	0	0
0.122244	3.42456	118.115	2.83066e+06	1832.77	0	0	0	0
0.122745	3.42456	118.115	2.83066e+06	1832.77	0	0	0	0
0.123246	3.42456	118.115	2.83066e+06	1832.76	0	0	0	0
0.123747	3.42456	118.115	2.83066e+06	1832.76	0	0	0	0
0.124248	3.42456	118.115	2.83066e+06	1832.76	0	0	0	0
0.124749	3.42457	118.115	2.83066e+06	1832.76	0	0	0	0
0.125251	3.42457	118.115	2.83066e+06	1832.76	0	0	0	0
0.125752	3.42457	118.115	2.83066e+06	1832.76	0	0	0	0
0.126253	3.42457	118.115	2.83066e+06	1832.76	0	0	0	0
0.126754	3.42457	118.115	2.83066e+06	1832.76	0	0	0	0
0.127255	3.42458	118.115	2.83066e+06	1832.76	0	0	0	0
0.127756	3.42458	118.115	2.83066e+06	1832.75	0	0	0	0
0.128257	3.42458	118.115	2.83066e+06	1832.75	0	0	0	0
0.128758	3.42458	118.115	2.83066e+06	1832.75	0	0	0	0
0.129259	3.42459	118.115	2.83066e+06	1832.75	0	0	0	0
0.12976	3.42459	118.115	2.83066e+06	1832.75	0	0	0	0
0.130261	3.42459	118.115	2.83066e+06	1832.75	0	0	0	0
0.130762	3.42459	118.116	2.83066e+06	1832.75	0	0	0	0
0.131263	3.42459	118.116	2.83066e+06	1832.75	0	0	0	0
0.131764	3.4246	118.116	2.83066e+06	1832.74	0	0	0	0
0.132265	3.4246	118.116	2.83066e+06	1832.74	0	0	0	0
0.132766	3.4246	118.116	2.83066e+06	1832.74	0	0	0	0
0.133267	3.4246	118.116	2.83066e+06	1832.74	0	0	0	0
0.133768	3.4246	118.116	2.83066e+06	1832.74	0	0	0	0
0.134269	3.42461	118.116	2.83066e+06	1832.74	0	0	0	0
0.13477	3.42461	118.116	2.83066e+06	1832.74	0	0	0	0
0.135271	3.42461	118.116	2.83066e+06	1832.74	0	0	0	0
0.135772	3.42461	118.116	2.83066e+06	1832.74	0	0	0	0
0.136273	3.42461	118.116	2.83066e+06	1832.73	0	0	0	0
0.136774	3.42462	118.116	2.83066e+06	1832.73	0	0	0	0
0.137275	3.42462	118.116	2.83066e+06	1832.73	0	0	0	0
0.137776	3.42462	118.116	2.83066e+06	1832.73	0	0	0	0
0.138277	3.42462	118.116	2.83066e+06	1832.73	0	0	0	0
0.138778	3.42463	118.117	2.83066e+06	1832.73	0	0	0	0
0.139279	3.42463	118.117	2.83066e+06	1832.73	0	0	0	0
0.13978	3.42463	118.117	2.83066e+06	1832.73	0	0	0	0
0.140281	3.42463	118.117	2.83066e+06	1832.73	0	0	0	0
0.140782	3.42463	118.117	2.83066e+06	1832.72	0	0	0	0
0.141283	3.42463	118.117	2.83066e+06	1832.72	0	0	0	0
0.141784	3.42464	118.117	2.83066e+06	1832.72	0	0	0	0
0.142285	3.42464	118.117	2.83066e+06	1832.72	0	0	0	0
0.142786	3.42464	118.117	2.83066e+06	1832.72	0	0	0	0
0.143287	3.42464	118.117	2.83066e+06	1832.72	0	0	0	0
0.143788	3.42464	118.117	2.83066e+06	1832.72	0	0	0	0
0.144289	3.42465	118.117	2.83066e+06	1832.72	0	0	0	0
0.14479	3.42465	118.117	2.83066e+06	1832.72	0	0	0	0
0.145291	3.42465	118.117	2.83066e+06	1832.72	0	0	0	0
0.145792	3.42465	118.117	2.83066e+06	1832.72	0	0	0	0
0.146293	3.42465	118.117	2.83066e+06	1832.71	0	0	0	0
0.146794	3.42465	118.118	2.83066e+06	1832.71	0	0	0	0
0.147295	3.42465	118.118	2.83066e+06	1832.71	0	0	0	0
0.147796	3.42465	118.118	2.83066e+06	1832.71	0	0	0	0
0.148297	3.42466	118.118	2.83066e+06	1832.71	0	0	0	0
0.148798	3.42466	118.119	2.83066e+06	1832.71	0	0	0	0
0.149299	3.42467	118.123	2.83068e+06	1832.71	0	0	0	0
0.1498	3.42471	118.134	2.83071e+06	1832.72	0	0	0	0
0.150301	3.42479	118.165	2.8308e+06	1832.73	0	0	0	0
0.150802	3.42492	118.23	2.83093e+06	1832.75	0	0	0	0
0.151303	3.42505	118.342	2.83106e+06	1832.76	0	0	0	0
0.151804	3.42517	118.506	2.83119e+06	1832.78	0	0	0	0
0.152305	3.42527	118.723	2.83129e+06	1832.79	0	0	0	0
0.152806	3.42535	118.994	2.83137e+06	1832.8	0	0	0	0
0.153307	3.4254	119.319	2.83143e+06	1832.81	0	0	0	0
0.153808	3.42544	119.698	2.83147e+06	1832.82	0	0	0	0
0.154309	3.42544	120.13	2.83148e+06	1832.82	0	0	0	0
0.15481	3.42542	120.616	2.83146e+06	1832.82	0	0	0	0
0.155311	3.42538	121.156	2.83143e+06	1832.82	0	0	0	0
0.155812	3.42531	121.749	2.83136e+06	1832.81	0	0	0	0
0.156313	3.42522	122.396	2.83127e+06	1832.81	0	0	0	0
0.156814	3.4251	123.098	2.83116e+06	1832.8	0	0	0	0
0.157315	3.42496	123.855	2.83102e+06	1832.79	0	0	0	0
0.157816	3.42479	124.667	2.83086e+06	1832.77	0	0	0	0
0.158317	3.42459	125.536	2.83067e+06	1832.75	0	0	0	0
0.158818	3.42437	126.461	2.83045e+06	1832.73	0	0	0	0
0.159319	3.42412	127.445	2.83021e+06	1832.71	0	0	0	0
0.15982	3.42384	128.487	2.82994e+06	1832.68	0	0	0	0
0.160321	3.42353	129.59	2.82963e+06	1832.65	0	0	0	0
0.160822	3.42318	130.754	2.8293e+06	1832.62	0	0	0	0
0.161323	3.42281	131.98	2.82893e+06	1832.58	0	0	0	0
0.161824	3.4224	133.271	2.82854e+06	1832.54	0	0	0	0
0.162325	3.42196	134.628	2.8281e+06	1832.5	0	0	0	0
0.162826	3.42148	136.052	2.82764e+06	1832.45	0	0	0	0
0.163327	3.42096	137.545	2.82713e+06	1832.4	0	0	0	0
0.163828	3.4204	139.11	2.82659e+06	1832.35	0	0	0	0
0.164329	3.4198	140.749	2.826e+06	1832.29	0	0	0	0
0.16483	3.41916	142.463	2.82537e+06	1832.23	0	0	0	0
0.165331	3.41847	144.256	2.8247e+06	1832.16	0	0	0	0
0.165832	3.41773	146.13	2.82397e+06	1832.09	0	0	0	0
0.166333	3.41694	148.087	2.8232e+06	1832.01	0	0	0	0
0.166834	3.41609	150.131	2.82237e+06	1831.93	0	0	0	0
0.167335	3.41519	152.265	2.82149e+06	1831.84	0	0	0	0
0.167836	3.41422	154.492	2.82054e+06	1831.74	0	0	0	0
0.168337	3.41319	156.815	2.81954e+06	1831.64	0	0	0	0
0.168838	3.41209	159.239	2.81846e+06	1831.53	0	0	0	0
0.169339	3.41091	161.767	2.81731e+06	1831.42	0	0	0	0
0.16984	3.40966	164.404	2.81608e+06	1831.29	0	0	0	0
0.170341	3.40832	167.154	2.81477e+06	1831.16	0	0	0	0
0.170842	3.40689	170.021	2.81338e+06	1831.02	0	0	0	0
0.171343	3.40537	173.011	2.81189e+06	1830.87	0	0	0	0
0.171844	3.40374	176.13	2.81029e+06	1830.71	0	0	0	0
0.172345	3.402	179.381	2.8086e+06	1830.53	0	0	0	0
0.172846	3.40015	182.773	2.80678e+06	1830.35	0	0	0	0
0.173347	3.39817	186.31	2.80484e+06	1830.15	0	0	0	0
0.173848	3.39606	190	2.80277e+06	1829.94	0	0	0	0
0.174349	3.3938	193.849	2.80056e+06	1829.71	0	0	0	0
0.17485	3.39138	197.865	2.7982e+06	1829.47	0	0	0	0
0.175351	3.3888	202.056	2.79566e+06	1829.21	0	0	0	0
0.175852	3.38603	206.43	2.79296e+06	1828.93	0	0	0	0
0.176353	3.38307	210.997	2.79006e+06	1828.63	0	0	0	0
0.176854	3.3799	215.764	2.78695e+06	1828.31	0	0	0	0
0.177355	3.37651	220.742	2.78362e+06	1827.96	0	0	0	0
0.177856	3.37286	225.942	2.78005e+06	1827.59	0	0	0	0
0.178357	3.36896	231.375	2.77623e+06	1827.18	0	0	0	0
0.178858	3.36477	237.051	2.77212e+06	1826.75	0	0	0	0
0.179359	3.36027	242.984	2.7677e+06	1826.29	0	0	0	0
0.17986	3.35543	249.185	2.76296e+06	1825.79	0	0	0	0
0.180361	3.35024	255.67	2.75786e+06	1825.24	0	0	0	0
0.180862	3.34465	262.451	2.75238e+06	1824.66	0	0	0	0
0.181363	3.33863	269.545	2.74648e+06	1824.03	0	0	0	0
0.181864	3.33215	276.966	2.74013e+06	1823.35	0	0	0	0
0.182365	3.32518	284.732	2.73328e+06	1822.61	0	0	0	0
0.182866	3.31766	292.859	2.7259e+06	1821.81	0	0	0	0
0.183367	3.30955	301.367	2.71795e+06	1820.94	0	0	0	0
0.183868	3.3008	310.273	2.70937e+06	1820	0	0	0	0
0.184369	3.29136	319.599	2.70011e+06	1818.98	0	0	0	0
0.18487	3.28117	329.363	2.69011e+06	1817.88	0	0	0	0
0.185371	3.27016	339.589	2.67932e+06	1816.68	0	0	0	0
0.185872	3.25827	350.297	2.66766e+06	1815.37	0	0	0	0
0.186373	3.24542	361.511	2.65506e+06	1813.96	0	0	0	0
0.186874	3.23153	373.253	2.64145e+06	1812.42	0	0	0	0
0.187375	3.21652	385.548	2.62675e+06	1810.74	0	0	0	0
0.187876	3.2003	398.419	2.61087e+06	1808.91	0	0	0	0
0.188377	3.18277	411.891	2.59372e+06	1806.93	0	0	0	0
0.188878	3.16384	425.986	2.5752e+06	1804.77	0	0	0	0
0.189379	3.14338	440.731	2.55522e+06	1802.42	0	0	0	0
0.18988	3.12131	456.147	2.53367e+06	1799.86	0	0	0	0
0.190381	3.09749	472.259	2.51045e+06	1797.07	0	0	0	0
0.190882	3.07181	489.087	2.48544e+06	1794.04	0	0	0	0
0.191383	3.04416	506.651	2.45854e+06	1790.75	0	0	0	0
0.191884	3.01441	524.968	2.42964e+06	1787.16	0	0	0	0
0.192385	2.98244	544.054	2.39865e+06	1783.28	0	0	0	0
0.192886	2.94816	563.92	2.36547e+06	1779.06	0	0	0	0
0.193387	2.91145	584.574	2.33001e+06	1774.48	0	0	0	0
0.193888	2.87222	606.018	2.2922e+06	1769.53	0	0	0	0
0.194389	2.8304	628.249	2.25199e+06	1764.18	0	0	0	0
