Time [s]	Residual[...]
0.000510568	9989.44	4.53617e+06	3.70983e+09
0.000857878	13518.2	6.65307e+06	5.40605e+09
0.00115025	17257.9	9.00414e+06	7.3166e+09
0.00141165	20786.2	1.13551e+07	9.24809e+09
0.00165227	24117.3	1.36633e+07	1.11694e+10
0.00187758	26934.8	1.57752e+07	1.29442e+10
0.00209097	13230.7	9.35107e+06	7.82631e+09
0.00229471	11281.1	4.8055e+06	1.11682e+09
0.0024904	11359.1	5.05339e+06	1.53379e+09
0.00267921	11448.7	5.25056e+06	1.30021e+09
0.00286207	11552.4	5.41953e+06	1.49163e+09
0.00303973	5680.79	2.81659e+06	1.25748e+09
0.00321291	1795.66	676697	1.40478e+09
0.00338327	1711.92	208961	1.45782e+09
0.00355223	1648.38	191712	1.18305e+09
0.00372404	1212.67	204327	1.20713e+09
0.00390041	1419.58	173758	1.39476e+09
0.00408146	1490.16	156733	1.15791e+09
0.00426695	1307.05	142665	1.10894e+09
0.00445658	1405.79	130100	1.22188e+09
0.00464999	1651.75	121058	1.12584e+09
0.00484695	2617.15	141313	1.08694e+09
0.00504719	2724.45	143163	1.18038e+09
0.00525045	2852.39	119849	1.26956e+09
0.00545645	2873.32	127222	1.20154e+09
0.00566483	3116.93	115496	1.279e+09
0.00587506	3177.71	136984	1.22802e+09
0.00608665	3536.69	136217	1.30697e+09
0.00629933	3471.57	144332	1.32548e+09
0.00651296	3560.04	159368	1.38302e+09
0.00672776	3729.8	162727	1.30433e+09
0.00694337	3639.54	220787	1.3162e+09
0.00715981	3854.06	215812	1.2172e+09
0.00737682	3768.12	270710	1.46714e+09
0.00759405	3131.22	245688	1.24622e+09
0.00781217	2977.76	286136	1.2961e+09
0.00803073	2461.08	297309	1.12069e+09
0.00824905	2222	284952	1.10747e+09
0.00846724	1987.91	305066	1.15235e+09
0.00868568	1247.49	283984	1.0084e+09
0.0089044	1760.16	294073	1.0464e+09
0.00912437	1906.69	273446	1.02281e+09
0.0093458	1296.08	315084	1.13037e+09
0.00956913	1021.99	284831	1.03862e+09
0.0097949	1274.6	278512	1.11633e+09
0.0100229	758.308	315051	7.23697e+08
0.0102539	682.715	364250	8.96566e+08
0.0104884	631.209	312817	7.77172e+08
0.0107263	717.367	282732	8.47744e+08
0.0109678	814.348	329746	9.06398e+08
0.0112131	746.077	299243	8.73895e+08
0.0114621	682.582	302358	8.69877e+08
0.0117147	712.873	291465	8.77876e+08
0.011971	623.376	242616	8.49138e+08
0.0122315	403.002	214058	1.01512e+09
0.0124952	413.394	275077	9.88649e+08
0.0127611	493.695	271887	8.66752e+08
0.0130289	400.123	282034	1.00898e+09
0.0132979	451.217	284413	1.20492e+09
0.0135688	398.691	255675	1.15097e+09
0.0138404	367.577	245214	8.8428e+08
0.0141122	389.555	226173	9.44747e+08
0.0143848	437.116	268228	1.14732e+09
0.0146577	391.206	306608	9.93893e+08
0.0149302	408.827	282641	9.51053e+08
0.0152023	498.729	322800	9.50464e+08
0.0154741	353.656	276024	8.41134e+08
0.0157451	409.632	286284	1.22114e+09
0.0160159	326.449	259471	1.55509e+09
0.0162863	382.321	298976	9.02502e+08
0.016556	377.902	266230	1.26348e+09
0.0168255	309.345	287150	1.26298e+09
0.0170946	333.985	260664	1.42082e+09
0.0173629	408.411	291555	8.64401e+08
0.0176313	395.139	287147	9.89831e+08
0.0179	411.078	240146	1.17957e+09
0.0181685	456.716	320579	1.09273e+09
0.0184365	335.094	283213	1.13757e+09
0.0187046	334.941	238623	8.71872e+08
0.018973	396.865	228918	1.08141e+09
0.0192412	434.076	289229	9.76371e+08
0.019509	356.552	286882	1.39753e+09
0.0197769	434.6	289071	1.19967e+09
0.0200451	523.057	325723	1.16013e+09
0.0203135	400.802	241035	1.18644e+09
0.0205815	406.787	250583	1.25639e+09
0.0208492	380.286	318925	1.19468e+09
0.0211171	376.034	213574	1.08125e+09
0.021385	395.589	232956	1.08585e+09
0.0216532	463.693	293631	1.01809e+09
0.0219215	411.692	326773	1.03987e+09
0.0221901	337.879	314021	1.01105e+09
0.0224586	467.27	307990	1.19548e+09
0.0227265	413.132	268653	1.12564e+09
0.0229946	381.34	307128	9.37535e+08
0.0232629	454.681	250500	1.24528e+09
0.023531	466.572	310681	1.31647e+09
0.0237995	363.52	249285	1.00485e+09
0.024068	378.276	229952	9.27976e+08
0.0243364	557.481	336374	1.11916e+09
0.024605	453.563	310792	1.00819e+09
0.0248734	430.89	287524	1.03065e+09
0.025142	385.492	215993	1.32532e+09
0.0254103	329.719	282358	1.23894e+09
0.0256785	448.074	279327	1.14364e+09
0.0259471	407.487	280532	1.22125e+09
0.0262157	443.284	258965	1.11605e+09
0.0264842	384.601	229321	1.08548e+09
0.0267524	376.318	254917	1.45112e+09
0.0270205	342.358	302802	1.02149e+09
0.0272887	343.426	325167	1.25091e+09
0.0275567	433.386	268241	1.11136e+09
0.0278246	339.235	254390	9.8938e+08
0.0280926	332.476	361746	1.42153e+09
0.028361	416.38	386319	1.20004e+09
0.0286289	535.002	312646	1.08262e+09
0.0288964	436.178	288823	1.05661e+09
0.0291636	379.634	256628	1.24318e+09
0.0294307	434.515	382139	1.22099e+09
0.0296978	394.802	260319	1.26065e+09
0.0299647	366.382	265026	1.14825e+09
